Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_001135.5	158538	160373	III	minus	uncharacterized protein		850387	protein-coding	NM_001178737.1	NP_009952.2	611	YCR023C
NC_001135.5	160744	162222	III	minus	asparagine--tRNA ligase SLM5	SLM5	850388	protein-coding	NM_001178738.1	NP_009953.1	492	YCR024C
NC_001135.5	162599	162865	III	minus	uncharacterized protein		1466398	protein-coding	NM_001184645.1	NP_878057.1	88	YCR024C-B
NC_001135.5	162945	163067	III	minus	proteolipid ATPase	PMP1	850389	protein-coding	NM_001178739.1	NP_058137.1	40	YCR024C-A
NC_001135.5	163446	163856	III	minus	uncharacterized protein		850390	protein-coding	NM_001348896.1	NP_001335751.1	136	YCR025C
NC_001135.5	164111	166339	III	minus	nucleotide diphosphatase/phosphodiesterase NPP1	NPP1	850391	protein-coding	NM_001178741.1	NP_009955.2	742	YCR026C
NC_001135.5	167370	167999	III	minus	putative GTPase RHB1	RHB1	850392	protein-coding	NM_001178742.1	NP_009956.2	209	YCR027C
NC_001135.5	168301	168372	III	minus	tRNA-Gln		850393	tRNA				YNCC0010C
NC_001135.5	170886	172424	III	minus	Fen2p	FEN2	850394	protein-coding	NM_001178743.1	NP_009957.1	512	YCR028C
NC_001135.5	172950	173440	III	minus	Rim1p	RIM1	850395	protein-coding	NM_001184315.1	NP_009958.2	135	YCR028C-A
NC_001135.5	173826	176438	III	minus	Syp1p	SYP1	850396	protein-coding	NM_001178744.1	NP_009959.2	870	YCR030C
NC_001135.5	177183	177282	III	plus	SNR65	SNR65	9164872	snoRNA	NR_132157.1			YNCC0011W
NC_001135.5	177500	178220	III	minus	ribosomal 40S subunit protein S14A	RPS14A	850397	protein-coding	NM_001178745.1	NP_009960.2	137	YCR031C
NC_001135.5	178610	178798	III	minus	SNR189	SNR189	9164873	snoRNA	NR_132158.1			YNCC0012C
NC_001135.5	179520	186023	III	plus	Bph1p	BPH1	850398	protein-coding	NM_001178746.1	NP_009961.2	2167	YCR032W
NC_001135.5	186489	190169	III	plus	Snt1p	SNT1	850399	protein-coding	NM_001178747.1	NP_009962.2	1226	YCR033W
NC_001135.5	190592	191635	III	plus	fatty acid elongase ELO2	ELO2	850400	protein-coding	NM_001178748.1	NP_009963.1	347	YCR034W
NC_001135.5	191834	193018	III	minus	exosome non-catalytic core subunit RRP43	RRP43	850401	protein-coding	NM_001178749.1	NP_009964.2	394	YCR035C
NC_001135.5	193297	194298	III	plus	putative ribokinase	RBK1	850402	protein-coding	NM_001178750.1	NP_009965.2	333	YCR036W
NC_001135.5	194414	197185	III	minus	SPX domain-containing inorganic phosphate transporter	PHO87	850403	protein-coding	NM_001178751.1	NP_009966.2	923	YCR037C
NC_001135.5	197621	199549	III	minus	Ras family guanine nucleotide exchange factor BUD5	BUD5	850405	protein-coding	NM_001178752.1	NP_009967.2	642	YCR038C
NC_001135.5	199546	200178	III	minus	homeodomain mating type protein alpha2	MATALPHA2	850406	protein-coding	NM_001178753.1	NP_009868.3	210	YCR039C
NC_001135.5	200442	200969	III	plus	transcriptional co-activator mating type protein alpha	MATALPHA1	850407	protein-coding	NM_001178754.1	NP_009869.3	175	YCR040W
NC_001135.5	200911	201243	III	plus	uncharacterized protein		850408	protein-coding	NM_001310667.1	NP_001297596.1	110	YCR041W
NC_001135.5	201174	205397	III	minus	Taf2p	TAF2	850409	protein-coding	NM_001178756.1	NP_009971.1	1407	YCR042C
NC_001135.5	205766	205942	III	plus	SUT035	SUT035	84313891	ncRNA	NR_188202.1			YNCC0015W
NC_001135.5	206261	206644	III	minus	uncharacterized protein		850410	protein-coding	NM_001178757.1	NP_009972.1	127	YCR043C
NC_001135.5	206877	207950	III	minus	Per1p	PER1	850411	protein-coding	NM_001178758.1	NP_009973.1	357	YCR044C
NC_001135.5	208135	209610	III	minus	Rrt12p	RRT12	850412	protein-coding	NM_001178759.1	NP_009974.1	491	YCR045C
NC_001135.5	209914	210423	III	minus	mitochondrial 54S ribosomal protein IMG1	IMG1	850413	protein-coding	NM_001178760.1	NP_009975.1	169	YCR046C
NC_001135.5	210718	211545	III	minus	18S rRNA (guanine1575-N7)-methyltransferase	BUD23	850414	protein-coding	NM_001178761.1	NP_009976.1	275	YCR047C
NC_001135.5	211929	213761	III	plus	sterol acyltransferase	ARE1	850415	protein-coding	NM_001178762.1	NP_009978.1	610	YCR048W
NC_001135.5	213464	213772	III	minus	uncharacterized protein		850417	protein-coding	NM_001178764.1	NP_009979.1	102	YCR050C
NC_001135.5	214071	214739	III	plus	uncharacterized protein		850418	protein-coding	NM_001178765.1	NP_009980.1	222	YCR051W
NC_001135.5	214994	216445	III	plus	Rsc6p	RSC6	850419	protein-coding	NM_001178766.1	NP_009981.1	483	YCR052W
NC_001135.5	216697	218241	III	plus	threonine synthase THR4	THR4	850420	protein-coding	NM_001178767.1	NP_009982.1	514	YCR053W
NC_001135.5	218376	220067	III	minus	Ctr86p	CTR86	850421	protein-coding	NM_001178768.1	NP_009983.1	563	YCR054C
NC_001135.5	220457	223228	III	minus	snoRNA-binding rRNA-processing protein PWP2	PWP2	850422	protein-coding	NM_001178769.1	NP_009984.1	923	YCR057C
NC_001135.5	223454	224230	III	minus	Yih1p	YIH1	850423	protein-coding	NM_001178770.1	NP_009985.1	258	YCR059C
NC_001135.5	224399	224734	III	plus	Tah1p	TAH1	850424	protein-coding	NM_001178771.1	NP_009986.1	111	YCR060W
NC_001135.5	225563	227458	III	plus	Tvs1p	TVS1	850425	protein-coding	NM_001178772.1	NP_009987.2	631	YCR061W
NC_001135.5	227942	228042	III	plus	tRNA-Ser	SUP61	850426	tRNA				YNCC0013W
NC_001135.5	228318	228791	III	plus	U2 snRNP complex subunit BUD31	BUD31	850427	protein-coding	NM_001178774.1	NP_009990.1	157	YCR063W
NC_001135.5	229310	231004	III	plus	Hcm1p	HCM1	850429	protein-coding	NM_001178776.1	NP_009991.2	564	YCR065W
NC_001135.5	231500	232963	III	plus	E3 ubiquitin-protein ligase RAD18	RAD18	850430	protein-coding	NM_001178777.1	NP_009992.1	487	YCR066W
NC_001135.5	233125	236322	III	minus	GTPase-activating protein SED4	SED4	850431	protein-coding	NM_001178778.1	NP_009993.1	1065	YCR067C
NC_001135.5	237214	238776	III	plus	triglyceride lipase ATG15	ATG15	850432	protein-coding	NM_001178779.1	NP_009994.2	520	YCR068W
NC_001135.5	239055	240011	III	plus	peptidylprolyl isomerase family protein CPR4	CPR4	850433	protein-coding	NM_001178780.1	NP_009995.1	318	YCR069W
NC_001135.5	240103	240543	III	minus	mitochondrial 54S ribosomal protein IMG2	IMG2	850434	protein-coding	NM_001178781.1	NP_009996.2	146	YCR071C
NC_001135.5	240805	242352	III	minus	Rsa4p	RSA4	850435	protein-coding	NM_001178782.1	NP_009997.2	515	YCR072C
NC_001135.5	242588	246583	III	minus	mitogen-activated protein kinase kinase kinase SSK22	SSK22	850436	protein-coding	NM_001178783.1	NP_009998.2	1331	YCR073C
NC_001135.5	246963	247910	III	plus	Sol2p	SOL2	850437	protein-coding	NM_001178815.1	NP_009999.2	315	YCR073W-A
NC_001135.5	248033	248815	III	minus	cystinosin-like protein ERS1	ERS1	850438	protein-coding	NM_001178784.1	NP_010000.1	260	YCR075C
NC_001135.5	248975	249202	III	plus	Ego2p	EGO2	1466399	protein-coding	NM_001184529.1	NP_878058.1	75	YCR075W-A
NC_001135.5	249293	250045	III	minus	Fub1p	FUB1	850439	protein-coding	NM_001178785.1	NP_010001.1	250	YCR076C
NC_001135.5	250238	252628	III	minus	Pat1p	PAT1	850440	protein-coding	NM_001178786.2	NP_010002.3	796	YCR077C
NC_001135.5	252845	254173	III	plus	type 2C protein phosphatase PTC6	PTC6	850441	protein-coding	NM_001180034.1	NP_010003.2	442	YCR079W
NC_001135.5	254371	258654	III	plus	Srb8p	SRB8	850442	protein-coding	NM_001178787.1	NP_010004.1	1427	YCR081W
NC_001135.5	258883	259269	III	plus	Ahc2p	AHC2	850443	protein-coding	NM_001178788.1	NP_010005.1	128	YCR082W
NC_001135.5	259578	259961	III	plus	Trx3p	TRX3	850444	protein-coding	NM_001178789.1	NP_010006.1	127	YCR083W
NC_001135.5	260311	262452	III	minus	chromatin-silencing transcriptional regulator TUP1	TUP1	850445	protein-coding	NM_001178790.1	NP_010007.1	713	YCR084C
NC_001135.5	262916	263269	III	plus	uncharacterized protein		850446	protein-coding	NM_001348897.1	NP_001335752.1	117	YCR085W
NC_001135.5	263392	263964	III	plus	Csm1p	CSM1	850447	protein-coding	NM_001178792.1	NP_010009.1	190	YCR086W
NC_001135.5	264006	264467	III	minus	uncharacterized protein		850449	protein-coding	NM_001184316.1	NP_010011.1	153	YCR087C-A
NC_001135.5	265068	266846	III	plus	Abp1p	ABP1	850450	protein-coding	NM_001178794.1	NP_010012.1	592	YCR088W
NC_001135.5	267434	272263	III	plus	Fig2p	FIG2	850451	protein-coding	NM_001178795.1	NP_010013.2	1609	YCR089W
NC_001135.5	272315	272863	III	minus	uncharacterized protein		850452	protein-coding	NM_001178796.1	NP_010014.1	182	YCR090C
NC_001135.5	274404	276566	III	plus	putative serine/threonine protein kinase KIN82	KIN82	850453	protein-coding	NM_001178797.2	NP_010015.3	720	YCR091W
NC_001135.5	276764	279820	III	minus	mismatch repair protein MSH3	MSH3	850454	protein-coding	NM_001178798.1	NP_010016.2	1018	YCR092C
NC_001135.5	280117	286443	III	plus	CCR4-NOT core subunit CDC39	CDC39	850455	protein-coding	NM_001178799.1	NP_010017.2	2108	YCR093W
NC_001135.5	286762	287937	III	plus	aminophospholipid translocase regulatory protein CDC50	CDC50	850456	protein-coding	NM_001178800.1	NP_010018.1	391	YCR094W
NC_001135.5	288170	289258	III	minus	Oca4p	OCA4	850457	protein-coding	NM_001178801.1	NP_010019.1	362	YCR095C
NC_001135.5	289639	289797	III	plus	uncharacterized protein		3077354	protein-coding	NM_001184674.1	NP_001018032.1	52	YCR095W-A
NC_001135.5	293179	293538	III	minus	homeodomain mating type protein a2	HMRA2	850458	protein-coding	NM_001178802.1	NP_010020.1	119	YCR096C
NC_001135.5	293835	294321	III	plus	Hmra1p	HMRA1	850459	protein-coding	NM_001178804.1	NP_010021.1	126	YCR097W
NC_001135.5	295484	295556	III	plus	tRNA-Thr		850461	tRNA				YNCC0014W
NC_001135.5	297049	298605	III	minus	Git1p	GIT1	850462	protein-coding	NM_001178805.1	NP_010022.1	518	YCR098C
NC_001135.5	300832	301299	III	minus	uncharacterized protein		850463	protein-coding	NM_001178806.1	NP_010023.1	155	YCR099C
NC_001135.5	301271	302221	III	minus	Ema35p	EMA35	850464	protein-coding	NM_001178807.1	NP_010024.1	316	YCR100C
NC_001135.5	302482	303030	III	minus	uncharacterized protein		850465	protein-coding	NM_001178808.1	NP_010025.1	182	YCR101C
NC_001135.5	304361	305467	III	minus	uncharacterized protein		850466	protein-coding	NM_001178809.1	NP_010026.1	368	YCR102C
NC_001135.5	307801	308175	III	plus	seripauperin PAU3	PAU3	850468	protein-coding	NM_001178811.1	NP_010029.1	124	YCR104W
NC_001135.5	309070	310155	III	plus	NADP-dependent alcohol dehydrogenase	ADH7	850469	protein-coding	NM_001178812.1	NP_010030.1	361	YCR105W
NC_001135.5	310958	313456	III	plus	Rds1p	RDS1	850470	protein-coding	NM_001178813.1	NP_010031.1	832	YCR106W
NC_001135.5	313890	314981	III	plus	putative aryl-alcohol dehydrogenase	AAD3	850471	protein-coding	NM_001178814.1	NP_010032.1	363	YCR107W
NC_001135.5	315997	316188	III	minus	uncharacterized protein		1466400	protein-coding	NM_001184543.1	NP_878059.1	63	YCR108C
NC_001136.10	1802	2953	IV	plus	Cos7p	COS7	851348	protein-coding	NM_001180308.1	NP_010033.1	383	YDL248W
NC_001136.10	5985	7814	IV	plus	alpha-glucoside permease	MPH2	851350	protein-coding	NM_001180307.1	NP_010034.1	609	YDL247W
NC_001136.10	8683	9756	IV	minus	L-iditol 2-dehydrogenase SOR2	SOR2	851351	protein-coding	NM_001180306.1	NP_010035.1	357	YDL246C
NC_001136.10	11657	13360	IV	minus	hexose transporter HXT15	HXT15	851352	protein-coding	NM_001180305.1	NP_010036.1	567	YDL245C
NC_001136.10	16204	17226	IV	plus	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase	THI13	851353	protein-coding	NM_001180304.1	NP_010037.1	340	YDL244W
NC_001136.10	17577	18566	IV	minus	putative aryl-alcohol dehydrogenase	AAD4	851354	protein-coding	NM_001180303.1	NP_010038.1	329	YDL243C
NC_001136.10	18959	19312	IV	plus	uncharacterized protein		851355	protein-coding	NM_001348898.1	NP_001335753.1	117	YDL242W
NC_001136.10	20635	21006	IV	plus	uncharacterized protein		851356	protein-coding	NM_001180301.1	NP_010040.1	123	YDL241W
NC_001136.10	22823	25876	IV	plus	GTPase-activating protein LRG1	LRG1	851358	protein-coding	NM_001180300.2	NP_010041.2	1017	YDL240W
NC_001136.10	26403	28775	IV	minus	Ady3p	ADY3	851359	protein-coding	NM_001180299.2	NP_010042.2	790	YDL239C
NC_001136.10	28985	30454	IV	minus	guanine deaminase	GUD1	851360	protein-coding	NM_001180298.1	NP_010043.1	489	YDL238C
NC_001136.10	30657	31829	IV	plus	Aim6p	AIM6	851361	protein-coding	NM_001180297.2	NP_010044.2	390	YDL237W
NC_001136.10	32296	33234	IV	plus	4-nitrophenylphosphatase	PHO13	851362	protein-coding	NM_001180296.1	NP_010045.1	312	YDL236W
NC_001136.10	33415	33918	IV	minus	Ypd1p	YPD1	851363	protein-coding	NM_001180295.1	NP_010046.1	167	YDL235C
NC_001136.10	34237	36477	IV	minus	GTPase-activating protein GYP7	GYP7	851364	protein-coding	NM_001180294.1	NP_010047.1	746	YDL234C
NC_001136.10	36797	38173	IV	plus	Mfg1p	MFG1	851365	protein-coding	NM_001180293.1	NP_010048.1	458	YDL233W
NC_001136.10	38487	38597	IV	plus	olichyl-diphosphooligosaccharide--protein glycotransferase OST4	OST4	851366	protein-coding	NM_001180292.1	NP_010049.1	36	YDL232W
NC_001136.10	38867	42244	IV	minus	Bre4p	BRE4	851367	protein-coding	NM_001180291.1	NP_010050.1	1125	YDL231C
NC_001136.10	42700	43707	IV	plus	tyrosine protein phosphatase PTP1	PTP1	851368	protein-coding	NM_001180290.1	NP_010051.1	335	YDL230W
NC_001136.10	44065	45906	IV	plus	Hsp70 family ATPase SSB1	SSB1	851369	protein-coding	NM_001180289.1	NP_010052.1	613	YDL229W
NC_001136.10	46271	48031	IV	minus	Hop	HO	851371	protein-coding	NM_001180287.1	NP_010054.1	586	YDL227C
NC_001136.10	51115	52173	IV	minus	GTPase-activating protein GCS1	GCS1	851372	protein-coding	NM_001180286.1	NP_010055.1	352	YDL226C
NC_001136.10	52445	54100	IV	plus	septin SHS1	SHS1	851373	protein-coding	NM_001180285.1	NP_010056.1	551	YDL225W
NC_001136.10	54397	56346	IV	minus	Whi4p	WHI4	851302	protein-coding	NM_001180284.1	NP_010057.1	649	YDL224C
NC_001136.10	57265	60405	IV	minus	Hbt1p	HBT1	851303	protein-coding	NM_001180283.1	NP_010058.1	1046	YDL223C
NC_001136.10	60872	61801	IV	minus	Fmp45p	FMP45	851304	protein-coding	NM_001180282.1	NP_010059.1	309	YDL222C
NC_001136.10	62244	65018	IV	minus	telomere-binding protein CDC13	CDC13	851306	protein-coding	NM_001180280.1	NP_010061.1	924	YDL220C
NC_001136.10	65242	65765	IV	plus	D-tyrosyl-tRNA(Tyr) deacylase	DTD1	851307	protein-coding	NM_001180279.1	NP_010062.1	150	YDL219W
NC_001136.10	66493	67446	IV	plus	uncharacterized protein		851308	protein-coding	NM_001180278.1	NP_010063.1	317	YDL218W
NC_001136.10	67983	68606	IV	minus	translocation channel protein TIM22	TIM22	851309	protein-coding	NM_001180277.1	NP_010064.1	207	YDL217C
NC_001136.10	68997	70319	IV	minus	COP9 signalosome catalytic subunit RRI1	RRI1	851310	protein-coding	NM_001180276.1	NP_010065.2	440	YDL216C
NC_001136.10	70640	73918	IV	minus	glutamate dehydrogenase (NAD(+))	GDH2	851311	protein-coding	NM_001180275.1	NP_010066.1	1092	YDL215C
NC_001136.10	74446	76545	IV	minus	serine/threonine protein kinase PRR2	PRR2	851312	protein-coding	NM_001180274.1	NP_010067.1	699	YDL214C
NC_001136.10	77289	77966	IV	minus	Nop6p	NOP6	851313	protein-coding	NM_001180273.1	NP_010068.1	225	YDL213C
NC_001136.10	78426	79058	IV	plus	Shr3p	SHR3	851314	protein-coding	NM_001180272.1	NP_010069.1	210	YDL212W
NC_001136.10	79294	80412	IV	minus	uncharacterized protein		851315	protein-coding	NM_001180271.1	NP_010070.1	372	YDL211C
NC_001136.10	83548	83618	IV	plus	tRNA-Gly		851316	tRNA				YNCD0001W
NC_001136.10	84270	85985	IV	plus	Uga4p	UGA4	851317	protein-coding	NM_001180270.1	NP_010071.1	571	YDL210W
NC_001136.10	86207	87226	IV	minus	Cwc2p	CWC2	851318	protein-coding	NM_001180269.1	NP_010072.1	339	YDL209C
NC_001136.10	87512	87982	IV	plus	snoRNA-binding protein NHP2	NHP2	851319	protein-coding	NM_001180268.1	NP_010073.2	156	YDL208W
NC_001136.10	88248	89864	IV	plus	nucleoporin GLE1	GLE1	851320	protein-coding	NM_001180267.1	NP_010074.1	538	YDL207W
NC_001136.10	90176	92464	IV	plus	Ycx1p	YCX1	851321	protein-coding	NM_001180266.1	NP_010075.1	762	YDL206W
NC_001136.10	92762	93745	IV	minus	hydroxymethylbilane synthase	HEM3	851322	protein-coding	NM_001180265.1	NP_010076.1	327	YDL205C
NC_001136.10	94605	95786	IV	plus	Rtn2p	RTN2	851323	protein-coding	NM_001180264.1	NP_010077.1	393	YDL204W
NC_001136.10	96082	97953	IV	minus	Ack1p	ACK1	851324	protein-coding	NM_001180263.1	NP_010078.1	623	YDL203C
NC_001136.10	98475	99224	IV	plus	mitochondrial 54S ribosomal protein YmL11	MRPL11	851325	protein-coding	NM_001180262.1	NP_010079.1	249	YDL202W
NC_001136.10	99561	100421	IV	plus	tRNA (guanine46-N7)-methyltransferase	TRM8	851326	protein-coding	NM_001180261.1	NP_010080.1	286	YDL201W
NC_001136.10	100501	101067	IV	minus	methylated-DNA--protein-cysteine methyltransferase	MGT1	851327	protein-coding	NM_001180260.1	NP_010081.2	188	YDL200C
NC_001136.10	101290	103353	IV	minus	uncharacterized protein		851328	protein-coding	NM_001180259.1	NP_010082.1	687	YDL199C
NC_001136.10	103649	104551	IV	minus	Ggc1p	GGC1	851329	protein-coding	NM_001180258.1	NP_010083.1	300	YDL198C
NC_001136.10	104917	106494	IV	minus	Asf2p	ASF2	851330	protein-coding	NM_001180257.1	NP_010084.1	525	YDL197C
NC_001136.10	107208	111029	IV	plus	Sec31p	SEC31	851332	protein-coding	NM_001180255.2	NP_010086.2	1273	YDL195W
NC_001136.10	111580	114234	IV	plus	glucose sensor	SNF3	851333	protein-coding	NM_001180254.1	NP_010087.1	884	YDL194W
NC_001136.10	114672	115799	IV	plus	ditrans,polycis-polyprenyl diphosphate synthase	NUS1	851334	protein-coding	NM_001180253.1	NP_010088.1	375	YDL193W
NC_001136.10	116321	116866	IV	plus	Arf family GTPase ARF1	ARF1	851335	protein-coding	NM_001180252.1	NP_010089.1	181	YDL192W
NC_001136.10	117664	118517	IV	plus	ribosomal 60S subunit protein L35A	RPL35A	851336	protein-coding	NM_001180196.2	NP_010145.1	120	YDL191W
NC_001136.10	118707	121592	IV	minus	ubiquitin-ubiquitin ligase UFD2	UFD2	851337	protein-coding	NM_001180250.2	NP_010091.2	961	YDL190C
NC_001136.10	122216	123589	IV	plus	Rbs1p	RBS1	851338	protein-coding	NM_001180249.1	NP_010092.2	457	YDL189W
NC_001136.10	123865	124998	IV	minus	phosphoprotein phosphatase 2A catalytic subunit PPH22	PPH22	851339	protein-coding	NM_001180248.1	NP_010093.1	377	YDL188C
NC_001136.10	125616	126449	IV	plus	uncharacterized protein		851340	protein-coding	NM_001180246.1	NP_010095.1	277	YDL186W
NC_001136.10	126787	130002	IV	plus	H(+)-transporting V1 sector ATPase subunit A	VMA1	851342	protein-coding	NM_001180245.1	NP_010096.1	1071	YDL185W
NC_001136.10	130407	130484	IV	minus	ribosomal 60S subunit protein L41A	RPL41A	851344	protein-coding	NM_001180244.1	NP_010097.1	25	YDL184C
NC_001136.10	130871	131833	IV	minus	Mrx19p	MRX19	851345	protein-coding	NM_001180243.1	NP_010098.1	320	YDL183C
NC_001136.10	133437	134723	IV	plus	homocitrate synthase LYS20	LYS20	851346	protein-coding	NM_001180242.1	NP_010099.1	428	YDL182W
NC_001136.10	135179	135436	IV	plus	ATPase inhibitor	INH1	851347	protein-coding	NM_001180241.1	NP_010100.1	85	YDL181W
NC_001136.10	135896	137539	IV	plus	Ait1p	AIT1	851374	protein-coding	NM_001180240.1	NP_010101.1	547	YDL180W
NC_001136.10	138291	139205	IV	plus	Pcl9p	PCL9	851375	protein-coding	NM_001180239.1	NP_010102.1	304	YDL179W
NC_001136.10	139522	141114	IV	plus	D-lactate dehydrogenase	DLD2	851376	protein-coding	NM_001180238.1	NP_010103.1	530	YDL178W
NC_001136.10	141209	141721	IV	minus	uncharacterized protein		851377	protein-coding	NM_001180237.1	NP_010104.1	170	YDL177C
NC_001136.10	142097	144223	IV	plus	Gid12p	GID12	851378	protein-coding	NM_001180236.1	NP_010105.1	708	YDL176W
NC_001136.10	144484	145518	IV	minus	TRAMP complex RNA-binding subunit	AIR2	851379	protein-coding	NM_001180235.1	NP_010106.1	344	YDL175C
NC_001136.10	145826	147589	IV	minus	D-lactate dehydrogenase	DLD1	851380	protein-coding	NM_001180234.1	NP_010107.1	587	YDL174C
NC_001136.10	148191	149078	IV	plus	Par32p	PAR32	851381	protein-coding	NM_001180233.1	NP_010108.1	295	YDL173W
NC_001136.10	149203	155640	IV	minus	glutamate synthase (NADH)	GLT1	851383	protein-coding	NM_001180231.1	NP_010110.1	2145	YDL171C
NC_001136.10	156318	157904	IV	plus	Uga3p	UGA3	851384	protein-coding	NM_001180230.1	NP_010111.1	528	YDL170W
NC_001136.10	158064	158735	IV	minus	Ugx2p	UGX2	851385	protein-coding	NM_001180229.1	NP_010112.1	223	YDL169C
NC_001136.10	159604	160764	IV	plus	bifunctional alcohol dehydrogenase/S-(hydroxymethyl)glutathione dehydrogenase	SFA1	851386	protein-coding	NM_001180228.1	NP_010113.1	386	YDL168W
NC_001136.10	160995	163154	IV	minus	Nrp1p	NRP1	851387	protein-coding	NM_001180227.1	NP_010114.1	719	YDL167C
NC_001136.10	163449	164042	IV	minus	nucleoside-triphosphatase	FAP7	851388	protein-coding	NM_001180226.1	NP_010115.1	197	YDL166C
NC_001136.10	164290	164865	IV	plus	CCR4-NOT core subunit CDC36	CDC36	851389	protein-coding	NM_001180225.1	NP_010116.1	191	YDL165W
NC_001136.10	164987	167254	IV	minus	DNA ligase (ATP) CDC9	CDC9	851391	protein-coding	NM_001180224.1	NP_010117.1	755	YDL164C
NC_001136.10	167714	169078	IV	plus	epsin	ENT1	851392	protein-coding	NM_001180221.1	NP_010120.1	454	YDL161W
NC_001136.10	169366	169608	IV	minus	Mhf2p	MHF2	1466431	protein-coding	NM_001184530.1	NP_878060.1	80	YDL160C-A
